DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0262**,Espinosa,Uceda,Bruno,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.55,8.55,
***0262**,Espinosa,Uceda,Bruno,Libre,FOR,Formacion,1,Curso de formación específica,4.31,4.31,
***0262**,Espinosa,Uceda,Bruno,Libre,FOR,Formacion,2,Titulación adicional,0.51,0.51,
***0262**,Espinosa,Uceda,Bruno,Libre,FOR,Formacion,3,Jornadas y seminarios,2.83,2.83,
***0268**,Escudero,Garrido,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,10.77,10.77,
***0268**,Escudero,Garrido,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,1.39,1.39,
***0268**,Escudero,Garrido,Manuel,Libre,FOR,Formacion,2,Titulación adicional,3.51,3.51,
***0271**,Hidalgo,Ferrer,Zaira,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.95,0.95,
***0271**,Hidalgo,Ferrer,Zaira,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,6.07,6.07,
***0271**,Hidalgo,Ferrer,Zaira,Libre,FOR,Formacion,1,Curso de formación específica,1.73,1.73,
***0271**,Hidalgo,Ferrer,Zaira,Libre,FOR,Formacion,2,Titulación adicional,2.01,2.01,
***0271**,Hidalgo,Ferrer,Zaira,Libre,FOR,Formacion,3,Jornadas y seminarios,4.08,4.08,
***0281**,Ortega,Barranco,Laura,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.02,6.02,
***0281**,Ortega,Barranco,Laura,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.49,2.49,
***0281**,Ortega,Barranco,Laura,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.14,3.14,
***0281**,Ortega,Barranco,Laura,Libre,FOR,Formacion,1,Curso de formación específica,2.49,2.49,
***0281**,Ortega,Barranco,Laura,Libre,FOR,Formacion,2,Titulación adicional,0.22,0.22,
***0258**,Nieto,Ibáñez,Marcos,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.49,2.49,
***0258**,Nieto,Ibáñez,Marcos,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.64,3.64,
***0258**,Nieto,Ibáñez,Marcos,Libre,FOR,Formacion,1,Curso de formación específica,4.99,4.99,
***0258**,Nieto,Ibáñez,Marcos,Libre,FOR,Formacion,2,Titulación adicional,0.79,0.79,
***0258**,Nieto,Ibáñez,Marcos,Libre,FOR,Formacion,3,Jornadas y seminarios,1.41,1.41,
***0274**,Espinosa,Rubio,Bruno,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.31,3.31,
***0274**,Espinosa,Rubio,Bruno,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.08,5.08,
***0274**,Espinosa,Rubio,Bruno,Libre,FOR,Formacion,1,Curso de formación específica,4.89,4.89,
***0270**,Peñalver,Peñalver,Laura,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.53,8.53,
***0270**,Peñalver,Peñalver,Laura,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.89,2.89,
***0270**,Peñalver,Peñalver,Laura,Libre,FOR,Formacion,1,Curso de formación específica,1.39,1.39,
***0279**,Hidalgo,Ferrer,Sara,Libre,EXP,Experiencia profesional,1,Servicios en administración local,11.87,11.87,
***0279**,Hidalgo,Ferrer,Sara,Libre,FOR,Formacion,1,Curso de formación específica,0.34,0.34,
***0279**,Hidalgo,Ferrer,Sara,Libre,FOR,Formacion,2,Titulación adicional,0,0,
***0267**,Zamora,Redondo,Lucía,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.67,5.67,
***0267**,Zamora,Redondo,Lucía,Libre,FOR,Formacion,1,Curso de formación específica,2.89,2.89,
***0267**,Zamora,Redondo,Lucía,Libre,FOR,Formacion,2,Titulación adicional,0.41,0.41,
***0267**,Zamora,Redondo,Lucía,Libre,FOR,Formacion,3,Jornadas y seminarios,2.59,2.59,
***0287**,Delgado,Valverde,Noelia,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.11,1.11,
***0287**,Delgado,Valverde,Noelia,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.97,2.97,
***0287**,Delgado,Valverde,Noelia,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.75,1.75,
***0287**,Delgado,Valverde,Noelia,Libre,FOR,Formacion,1,Curso de formación específica,4.28,4.28,
***0264**,Uceda,Iglesias,Dolores,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.49,3.49,
***0264**,Uceda,Iglesias,Dolores,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.89,5.89,
***0264**,Uceda,Iglesias,Dolores,Libre,FOR,Formacion,1,Curso de formación específica,0.31,0.31,
***0264**,Uceda,Iglesias,Dolores,Libre,FOR,Formacion,2,Titulación adicional,0.2,0.2,
***0265**,Peñalver,Ibáñez,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.14,0.14,
***0265**,Peñalver,Ibáñez,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.55,1.55,
***0265**,Peñalver,Ibáñez,Ximena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.79,0.79,
***0265**,Peñalver,Ibáñez,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,2.77,2.77,
***0265**,Peñalver,Ibáñez,Ximena,Libre,FOR,Formacion,2,Titulación adicional,1.27,1.27,
***0265**,Peñalver,Ibáñez,Ximena,Libre,FOR,Formacion,3,Jornadas y seminarios,3.09,3.09,
***0283**,Castaño,Redondo,Paula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.91,5.91,
***0283**,Castaño,Redondo,Paula,Libre,FOR,Formacion,1,Curso de formación específica,1.29,1.29,
***0283**,Castaño,Redondo,Paula,Libre,FOR,Formacion,2,Titulación adicional,1.39,1.39,
***0283**,Castaño,Redondo,Paula,Libre,FOR,Formacion,3,Jornadas y seminarios,0.87,0.87,
***0292**,Valverde,Delgado,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.2,7.2,
***0292**,Valverde,Delgado,Ana,Libre,FOR,Formacion,1,Curso de formación específica,0.78,0.78,
***0292**,Valverde,Delgado,Ana,Libre,FOR,Formacion,2,Titulación adicional,1.1,1.1,
***0290**,Pastor,Olmo,Jorge,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.2,0.2,
***0290**,Pastor,Olmo,Jorge,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.87,0.87,
***0290**,Pastor,Olmo,Jorge,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.22,1.22,
***0290**,Pastor,Olmo,Jorge,Libre,FOR,Formacion,1,Curso de formación específica,1.35,1.35,
***0290**,Pastor,Olmo,Jorge,Libre,FOR,Formacion,2,Titulación adicional,2.73,2.73,
***0290**,Pastor,Olmo,Jorge,Libre,FOR,Formacion,3,Jornadas y seminarios,2.03,2.03,
***0254**,Salinas,Rubio,Fabio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.18,4.18,
***0254**,Salinas,Rubio,Fabio,Libre,FOR,Formacion,1,Curso de formación específica,2.38,2.38,
***0254**,Salinas,Rubio,Fabio,Libre,FOR,Formacion,2,Titulación adicional,1.17,1.17,
***0254**,Salinas,Rubio,Fabio,Libre,FOR,Formacion,3,Jornadas y seminarios,0.11,0.11,
***0286**,Olmo,Navarro,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.1,0.1,
***0286**,Olmo,Navarro,Víctor,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.07,0.07,
***0286**,Olmo,Navarro,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,5.08,5.08,
***0286**,Olmo,Navarro,Víctor,Libre,FOR,Formacion,2,Titulación adicional,2.05,2.05,
***0273**,Lozano,Peñalver,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.02,2.02,
***0273**,Lozano,Peñalver,Manuel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.9,1.9,
***0273**,Lozano,Peñalver,Manuel,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.62,0.62,
***0273**,Lozano,Peñalver,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,2.04,2.04,
***0266**,Lara,Espinosa,Sara,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.18,2.18,
***0266**,Lara,Espinosa,Sara,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.84,0.84,
***0266**,Lara,Espinosa,Sara,Libre,FOR,Formacion,1,Curso de formación específica,0.82,0.82,
***0266**,Lara,Espinosa,Sara,Libre,FOR,Formacion,2,Titulación adicional,1.71,1.71,
***0266**,Lara,Espinosa,Sara,Libre,FOR,Formacion,3,Jornadas y seminarios,0.05,0.05,
***0288**,Navarro,Torralba,Raúl,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.42,1.42,
***0288**,Navarro,Torralba,Raúl,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.42,0.42,
***0288**,Navarro,Torralba,Raúl,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.87,0.87,
***0288**,Navarro,Torralba,Raúl,Libre,FOR,Formacion,1,Curso de formación específica,0.61,0.61,
***0288**,Navarro,Torralba,Raúl,Libre,FOR,Formacion,2,Titulación adicional,0.7,0.7,
***0288**,Navarro,Torralba,Raúl,Libre,FOR,Formacion,3,Jornadas y seminarios,1.42,1.42,
***0256**,Aguilera,Valverde,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.39,2.39,
***0256**,Aguilera,Valverde,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,0.72,0.72,
***0255**,Olmo,Medina,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.2,0.2,
***0255**,Olmo,Medina,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.61,0.61,
***0255**,Olmo,Medina,Ana,Libre,FOR,Formacion,1,Curso de formación específica,2.28,2.28,
***0255**,Olmo,Medina,Ana,Libre,FOR,Formacion,2,Titulación adicional,0.01,0.01,
***0272**,Peñalver,Redondo,Adrián,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.91,0.91,
***0272**,Peñalver,Redondo,Adrián,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.46,0.46,
***0272**,Peñalver,Redondo,Adrián,Libre,FOR,Formacion,1,Curso de formación específica,0.96,0.96,
