DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0310**,Aguilera,Torralba,Beatriz,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.94,1.94,
***0310**,Aguilera,Torralba,Beatriz,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.05,1.05,
***0310**,Aguilera,Torralba,Beatriz,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,13.77,13.77,
***0310**,Aguilera,Torralba,Beatriz,Libre,FOR,Formacion,1,Curso de formación específica,3.87,3.87,
***0310**,Aguilera,Torralba,Beatriz,Libre,FOR,Formacion,2,Titulación adicional,1.39,1.39,
***0315**,Garrido,Navarro,Sara,Libre,EXP,Experiencia profesional,1,Servicios en administración local,15.78,15.78,
***0315**,Garrido,Navarro,Sara,Libre,FOR,Formacion,1,Curso de formación específica,0.78,0.78,
***0315**,Garrido,Navarro,Sara,Libre,FOR,Formacion,2,Titulación adicional,4.52,4.52,
***0315**,Garrido,Navarro,Sara,Libre,FOR,Formacion,3,Jornadas y seminarios,0.7,0.7,
***0304**,Iglesias,Escudero,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.19,5.19,
***0304**,Iglesias,Escudero,Hugo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,9.08,9.08,
***0304**,Iglesias,Escudero,Hugo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.79,3.79,
***0304**,Iglesias,Escudero,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,2.72,2.72,
***0302**,Serrano,Pastor,Nuria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,11.97,11.97,
***0302**,Serrano,Pastor,Nuria,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,6.36,6.36,
***0302**,Serrano,Pastor,Nuria,Libre,FOR,Formacion,1,Curso de formación específica,0.34,0.34,
***0302**,Serrano,Pastor,Nuria,Libre,FOR,Formacion,2,Titulación adicional,0.83,0.83,
***0302**,Serrano,Pastor,Nuria,Libre,FOR,Formacion,3,Jornadas y seminarios,0.75,0.75,
***0301**,Medina,Espinosa,Úrsula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,19.01,19.01,
***0301**,Medina,Espinosa,Úrsula,Libre,FOR,Formacion,1,Curso de formación específica,0.22,0.22,
***0301**,Medina,Espinosa,Úrsula,Libre,FOR,Formacion,2,Titulación adicional,0.54,0.54,
***0301**,Medina,Espinosa,Úrsula,Libre,FOR,Formacion,3,Jornadas y seminarios,0.34,0.34,
***0300**,Herrera,Vidal,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,15.45,15.45,
***0300**,Herrera,Vidal,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,2.78,2.78,
***0306**,Lozano,Tejada,Pablo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,14.02,14.02,
***0306**,Lozano,Tejada,Pablo,Libre,FOR,Formacion,1,Curso de formación específica,0.57,0.57,
***0306**,Lozano,Tejada,Pablo,Libre,FOR,Formacion,2,Titulación adicional,1.21,1.21,
***0306**,Lozano,Tejada,Pablo,Libre,FOR,Formacion,3,Jornadas y seminarios,2.32,2.32,
***0314**,Molina,Lara,Julia,Libre,EXP,Experiencia profesional,1,Servicios en administración local,10.66,10.66,
***0314**,Molina,Lara,Julia,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.9,2.9,
***0314**,Molina,Lara,Julia,Libre,FOR,Formacion,1,Curso de formación específica,3.49,3.49,
***0323**,Ferrer,,Laura,Libre,EXP,Experiencia profesional,1,Servicios en administración local,13.94,13.94,
***0323**,Ferrer,,Laura,Libre,FOR,Formacion,1,Curso de formación específica,2.3,2.3,
***0323**,Ferrer,,Laura,Libre,FOR,Formacion,2,Titulación adicional,0.34,0.34,
***0295**,Aguilera,Hidalgo,Lucía,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.59,6.59,
***0295**,Aguilera,Hidalgo,Lucía,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.22,4.22,
***0295**,Aguilera,Hidalgo,Lucía,Libre,FOR,Formacion,1,Curso de formación específica,3.88,3.88,
***0295**,Aguilera,Hidalgo,Lucía,Libre,FOR,Formacion,2,Titulación adicional,1.52,1.52,
***0313**,Cuevas,Jurado,Paula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.31,6.31,
***0313**,Cuevas,Jurado,Paula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,7.68,7.68,
***0313**,Cuevas,Jurado,Paula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.43,0.43,
***0313**,Cuevas,Jurado,Paula,Libre,FOR,Formacion,1,Curso de formación específica,0.07,0.07,
***0313**,Cuevas,Jurado,Paula,Libre,FOR,Formacion,2,Titulación adicional,1.7,1.7,
***0294**,Valverde,Olmo,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,14.09,14.09,
***0294**,Valverde,Olmo,Ana,Libre,FOR,Formacion,1,Curso de formación específica,1.79,1.79,
***0294**,Valverde,Olmo,Ana,Libre,FOR,Formacion,2,Titulación adicional,0.13,0.13,
***0307**,Zamora,Navarro,Rocío,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.33,8.33,
***0307**,Zamora,Navarro,Rocío,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.09,2.09,
***0307**,Zamora,Navarro,Rocío,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,4.8,4.8,
***0307**,Zamora,Navarro,Rocío,Libre,FOR,Formacion,1,Curso de formación específica,0.16,0.16,
***0307**,Zamora,Navarro,Rocío,Libre,FOR,Formacion,2,Titulación adicional,0.18,0.18,
***0307**,Zamora,Navarro,Rocío,Libre,FOR,Formacion,3,Jornadas y seminarios,0.09,0.09,
***0316**,Barranco,Olmo,Nuria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.21,3.21,
***0316**,Barranco,Olmo,Nuria,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,6.07,6.07,
***0316**,Barranco,Olmo,Nuria,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.71,3.71,
***0316**,Barranco,Olmo,Nuria,Libre,FOR,Formacion,1,Curso de formación específica,2.65,2.65,
***0321**,Torralba,,Irene,Libre,EXP,Experiencia profesional,1,Servicios en administración local,9.89,9.89,
***0321**,Torralba,,Irene,Libre,FOR,Formacion,1,Curso de formación específica,4.12,4.12,
***0311**,Cuevas,Hidalgo,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.06,3.06,
***0311**,Cuevas,Hidalgo,Hugo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,6.54,6.54,
***0311**,Cuevas,Hidalgo,Hugo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.88,3.88,
***0311**,Cuevas,Hidalgo,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,0.47,0.47,
***0309**,Rubio,Redondo,Sergio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.53,2.53,
***0309**,Rubio,Redondo,Sergio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.52,2.52,
***0309**,Rubio,Redondo,Sergio,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,5.67,5.67,
***0309**,Rubio,Redondo,Sergio,Libre,FOR,Formacion,1,Curso de formación específica,1.74,1.74,
***0309**,Rubio,Redondo,Sergio,Libre,FOR,Formacion,2,Titulación adicional,1.19,1.19,
***0299**,Rubio,Navarro,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.96,2.96,
***0299**,Rubio,Navarro,Manuel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.8,3.8,
***0299**,Rubio,Navarro,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,0.98,0.98,
***0299**,Rubio,Navarro,Manuel,Libre,FOR,Formacion,2,Titulación adicional,5.88,5.88,
***0296**,Delgado,Fuentes,Carla,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.05,5.05,
***0296**,Delgado,Fuentes,Carla,Libre,FOR,Formacion,1,Curso de formación específica,7.27,7.27,
***0308**,Uceda,Ibáñez,Jorge,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,2.44,2.44,
***0308**,Uceda,Ibáñez,Jorge,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,1.92,1.92,
***0308**,Uceda,Ibáñez,Jorge,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,0.35,0.35,
***0308**,Uceda,Ibáñez,Jorge,Discapacidad,FOR,Formacion,1,Curso de formación específica,0.58,0.58,
***0308**,Uceda,Ibáñez,Jorge,Discapacidad,FOR,Formacion,2,Titulación adicional,1.45,1.45,
***0308**,Uceda,Ibáñez,Jorge,Discapacidad,FOR,Formacion,3,Jornadas y seminarios,3.46,3.46,
***0303**,Uceda,Bermejo,Adrián,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.3,3.3,
***0303**,Uceda,Bermejo,Adrián,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.5,1.5,
***0303**,Uceda,Bermejo,Adrián,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.08,1.08,
***0303**,Uceda,Bermejo,Adrián,Libre,FOR,Formacion,1,Curso de formación específica,1.15,1.15,
***0303**,Uceda,Bermejo,Adrián,Libre,FOR,Formacion,2,Titulación adicional,1.15,1.15,
***0305**,Torralba,Aguilera,Zaira,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.69,1.69,
***0305**,Torralba,Aguilera,Zaira,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.89,4.89,
***0305**,Torralba,Aguilera,Zaira,Libre,FOR,Formacion,1,Curso de formación específica,0.07,0.07,
***0305**,Torralba,Aguilera,Zaira,Libre,FOR,Formacion,2,Titulación adicional,0.03,0.03,
