DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0333**,Herrera,Alcalde,Bruno,Libre,FOR,Formacion,1,Curso de formación específica,0.83,0.83,
***0333**,Herrera,Alcalde,Bruno,Libre,FOR,Formacion,2,Titulación adicional,4.17,4.17,
***0329**,Uceda,Nieto,Gonzalo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.41,0.41,
***0329**,Uceda,Nieto,Gonzalo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.15,1.15,
***0329**,Uceda,Nieto,Gonzalo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.04,0.04,
***0329**,Uceda,Nieto,Gonzalo,Libre,FOR,Formacion,1,Curso de formación específica,1.41,1.41,
***0329**,Uceda,Nieto,Gonzalo,Libre,FOR,Formacion,2,Titulación adicional,4.55,4.55,
***0338**,Peñalver,Cuevas,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.35,1.35,
***0338**,Peñalver,Cuevas,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.95,0.95,
***0338**,Peñalver,Cuevas,Ximena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.71,0.71,
***0338**,Peñalver,Cuevas,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,1.35,1.35,
***0338**,Peñalver,Cuevas,Ximena,Libre,FOR,Formacion,2,Titulación adicional,0.16,0.16,
***0338**,Peñalver,Cuevas,Ximena,Libre,FOR,Formacion,3,Jornadas y seminarios,1.56,1.56,
***0339**,Alcalde,Hidalgo,Tomás,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.81,0.81,
***0339**,Alcalde,Hidalgo,Tomás,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.45,1.45,
***0339**,Alcalde,Hidalgo,Tomás,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.86,0.86,
***0339**,Alcalde,Hidalgo,Tomás,Libre,FOR,Formacion,1,Curso de formación específica,0.52,0.52,
***0339**,Alcalde,Hidalgo,Tomás,Libre,FOR,Formacion,2,Titulación adicional,0.08,0.08,
***0339**,Alcalde,Hidalgo,Tomás,Libre,FOR,Formacion,3,Jornadas y seminarios,0.52,0.52,
***0341**,Uceda,,Gloria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.94,1.94,
***0341**,Uceda,,Gloria,Libre,FOR,Formacion,1,Curso de formación específica,1.75,1.75,
