DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0012**,Navarro,Pastor,Elena,Libre,FOR,Formacion,2,Titulación adicional,0.58,0.58,
***0012**,Navarro,Pastor,Elena,Libre,FOR,Formacion,3,Jornadas y seminarios,0.39,0.39,
***0030**,Vidal,Rubio,Claudio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,10.53,10.53,
***0030**,Vidal,Rubio,Claudio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.01,3.01,
***0030**,Vidal,Rubio,Claudio,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,2.07,2.07,
***0030**,Vidal,Rubio,Claudio,Libre,FOR,Formacion,1,Curso de formación específica,0.73,0.73,
***0030**,Vidal,Rubio,Claudio,Libre,FOR,Formacion,2,Titulación adicional,0.26,0.26,
***0030**,Vidal,Rubio,Claudio,Libre,FOR,Formacion,3,Jornadas y seminarios,0.5,0.5,
***0003**,Alcalde,Vidal,Iván,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.8,0.8,
***0003**,Alcalde,Vidal,Iván,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.18,5.18,
***0003**,Alcalde,Vidal,Iván,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,4.57,4.57,
***0003**,Alcalde,Vidal,Iván,Libre,FOR,Formacion,1,Curso de formación específica,1.01,1.01,
***0003**,Alcalde,Vidal,Iván,Libre,FOR,Formacion,2,Titulación adicional,5.32,5.32,
***0027**,Ibáñez,Fuentes,Sergio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,14.88,14.88,
***0027**,Ibáñez,Fuentes,Sergio,Libre,FOR,Formacion,1,Curso de formación específica,1.24,1.24,
***0027**,Ibáñez,Fuentes,Sergio,Libre,FOR,Formacion,2,Titulación adicional,0.06,0.06,
***0027**,Ibáñez,Fuentes,Sergio,Libre,FOR,Formacion,3,Jornadas y seminarios,0.48,0.48,
***0007**,Ortega,Garrido,Marcos,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.44,0.44,
***0007**,Ortega,Garrido,Marcos,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,11.34,11.34,
***0007**,Ortega,Garrido,Marcos,Libre,FOR,Formacion,1,Curso de formación específica,1.38,1.38,
***0007**,Ortega,Garrido,Marcos,Libre,FOR,Formacion,2,Titulación adicional,1.73,1.73,
***0007**,Ortega,Garrido,Marcos,Libre,FOR,Formacion,3,Jornadas y seminarios,1.3,1.3,
***0013**,Hidalgo,,Paula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.67,5.67,
***0013**,Hidalgo,,Paula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.66,2.66,
***0013**,Hidalgo,,Paula,Libre,FOR,Formacion,1,Curso de formación específica,1.47,1.47,
***0013**,Hidalgo,,Paula,Libre,FOR,Formacion,2,Titulación adicional,2.94,2.94,
***0013**,Hidalgo,,Paula,Libre,FOR,Formacion,3,Jornadas y seminarios,3.1,3.1,
***0015**,Torralba,Salinas,Carla,Libre,EXP,Experiencia profesional,1,Servicios en administración local,9.7,9.7,
***0015**,Torralba,Salinas,Carla,Libre,FOR,Formacion,1,Curso de formación específica,6.04,6.04,
***0021**,Bermejo,Salinas,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.23,8.23,
***0021**,Bermejo,Salinas,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.74,5.74,
***0021**,Bermejo,Salinas,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,1.52,1.52,
***0016**,Torralba,Guerrero,Dolores,Libre,EXP,Experiencia profesional,1,Servicios en administración local,13.74,13.74,
***0016**,Torralba,Guerrero,Dolores,Libre,FOR,Formacion,1,Curso de formación específica,0.42,0.42,
***0016**,Torralba,Guerrero,Dolores,Libre,FOR,Formacion,2,Titulación adicional,0.03,0.03,
***0019**,Domínguez,Torralba,Helena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.03,0.03,
***0019**,Domínguez,Torralba,Helena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.36,0.36,
***0019**,Domínguez,Torralba,Helena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,7.97,7.97,
***0019**,Domínguez,Torralba,Helena,Libre,FOR,Formacion,1,Curso de formación específica,2.28,2.28,
***0019**,Domínguez,Torralba,Helena,Libre,FOR,Formacion,2,Titulación adicional,0.34,0.34,
***0019**,Domínguez,Torralba,Helena,Libre,FOR,Formacion,3,Jornadas y seminarios,1.66,1.66,
***0020**,Cuevas,Garrido,Zaira,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.07,3.07,
***0020**,Cuevas,Garrido,Zaira,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.78,1.78,
***0020**,Cuevas,Garrido,Zaira,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.86,3.86,
***0020**,Cuevas,Garrido,Zaira,Libre,FOR,Formacion,1,Curso de formación específica,1.19,1.19,
***0020**,Cuevas,Garrido,Zaira,Libre,FOR,Formacion,2,Titulación adicional,1.2,1.2,
***0014**,Lozano,Aguilera,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.57,0.57,
***0014**,Lozano,Aguilera,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,10.2,10.2,
***0014**,Lozano,Aguilera,Ana,Libre,FOR,Formacion,1,Curso de formación específica,0.12,0.12,
***0006**,Uceda,Fuentes,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.89,0.89,
***0006**,Uceda,Fuentes,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.17,1.17,
***0006**,Uceda,Fuentes,Ana,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.13,1.13,
***0006**,Uceda,Fuentes,Ana,Libre,FOR,Formacion,1,Curso de formación específica,2.06,2.06,
***0006**,Uceda,Fuentes,Ana,Libre,FOR,Formacion,2,Titulación adicional,4.77,4.77,
***0004**,Hidalgo,Cuevas,Dolores,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.78,3.78,
***0004**,Hidalgo,Cuevas,Dolores,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.92,1.92,
***0004**,Hidalgo,Cuevas,Dolores,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.96,1.96,
***0004**,Hidalgo,Cuevas,Dolores,Libre,FOR,Formacion,1,Curso de formación específica,0.21,0.21,
***0004**,Hidalgo,Cuevas,Dolores,Libre,FOR,Formacion,2,Titulación adicional,1.53,1.53,
***0004**,Hidalgo,Cuevas,Dolores,Libre,FOR,Formacion,3,Jornadas y seminarios,0.19,0.19,
***0011**,Olmo,Torralba,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.8,0.8,
***0011**,Olmo,Torralba,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.2,1.2,
***0011**,Olmo,Torralba,Ximena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.84,0.84,
***0011**,Olmo,Torralba,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,3.44,3.44,
***0011**,Olmo,Torralba,Ximena,Libre,FOR,Formacion,2,Titulación adicional,3,3,
***0033**,Delgado,Garrido,Pablo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.74,1.74,
***0033**,Delgado,Garrido,Pablo,Libre,FOR,Formacion,1,Curso de formación específica,1.94,1.94,
***0033**,Delgado,Garrido,Pablo,Libre,FOR,Formacion,2,Titulación adicional,2.08,2.08,
***0033**,Delgado,Garrido,Pablo,Libre,FOR,Formacion,3,Jornadas y seminarios,2.96,2.96,
***0023**,Nieto,Escudero,Fátima,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.42,1.42,
***0023**,Nieto,Escudero,Fátima,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.38,0.38,
***0023**,Nieto,Escudero,Fátima,Libre,FOR,Formacion,1,Curso de formación específica,6.39,6.39,
***0002**,Barranco,Cuevas,Claudio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.43,0.43,
***0002**,Barranco,Cuevas,Claudio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.47,1.47,
***0002**,Barranco,Cuevas,Claudio,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.12,1.12,
***0002**,Barranco,Cuevas,Claudio,Libre,FOR,Formacion,1,Curso de formación específica,2.96,2.96,
***0002**,Barranco,Cuevas,Claudio,Libre,FOR,Formacion,2,Titulación adicional,1.66,1.66,
***0018**,Peñalver,,Paula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.91,1.91,
***0018**,Peñalver,,Paula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.33,0.33,
***0018**,Peñalver,,Paula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.31,1.31,
***0018**,Peñalver,,Paula,Libre,FOR,Formacion,1,Curso de formación específica,0.71,0.71,
***0018**,Peñalver,,Paula,Libre,FOR,Formacion,2,Titulación adicional,1.92,1.92,
***0024**,Nieto,Ferrer,Úrsula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.12,0.12,
***0024**,Nieto,Ferrer,Úrsula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.65,0.65,
***0024**,Nieto,Ferrer,Úrsula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.49,1.49,
***0024**,Nieto,Ferrer,Úrsula,Libre,FOR,Formacion,1,Curso de formación específica,3.65,3.65,
***0009**,Peñalver,Barranco,Jorge,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.28,0.28,
***0009**,Peñalver,Barranco,Jorge,Libre,FOR,Formacion,1,Curso de formación específica,1.27,1.27,
***0009**,Peñalver,Barranco,Jorge,Libre,FOR,Formacion,2,Titulación adicional,4.34,4.34,
***0001**,Redondo,Alcalde,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.86,2.86,
***0001**,Redondo,Alcalde,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,1.49,1.49,
***0001**,Redondo,Alcalde,Víctor,Libre,FOR,Formacion,2,Titulación adicional,1.49,1.49,
***0017**,Iglesias,Aguilera,Pablo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.55,0.55,
***0017**,Iglesias,Aguilera,Pablo,Libre,FOR,Formacion,1,Curso de formación específica,2.15,2.15,
***0017**,Iglesias,Aguilera,Pablo,Libre,FOR,Formacion,2,Titulación adicional,2.32,2.32,
***0035**,Garrido,Escudero,Rocío,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.08,0.08,
***0035**,Garrido,Escudero,Rocío,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.04,0.04,
***0035**,Garrido,Escudero,Rocío,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.11,0.11,
***0035**,Garrido,Escudero,Rocío,Libre,FOR,Formacion,1,Curso de formación específica,1.48,1.48,
***0035**,Garrido,Escudero,Rocío,Libre,FOR,Formacion,2,Titulación adicional,0.7,0.7,
***0035**,Garrido,Escudero,Rocío,Libre,FOR,Formacion,3,Jornadas y seminarios,1.72,1.72,
***0028**,Jurado,Torralba,Yago,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.65,0.65,
***0028**,Jurado,Torralba,Yago,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.64,0.64,
***0028**,Jurado,Torralba,Yago,Libre,FOR,Formacion,1,Curso de formación específica,0.25,0.25,
***0028**,Jurado,Torralba,Yago,Libre,FOR,Formacion,2,Titulación adicional,1.3,1.3,
***0028**,Jurado,Torralba,Yago,Libre,FOR,Formacion,3,Jornadas y seminarios,1.28,1.28,
***0029**,Tejada,Guerrero,Bruno,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.29,2.29,
***0029**,Tejada,Guerrero,Bruno,Libre,FOR,Formacion,1,Curso de formación específica,0.82,0.82,
***0029**,Tejada,Guerrero,Bruno,Libre,FOR,Formacion,2,Titulación adicional,0.39,0.39,
***0029**,Tejada,Guerrero,Bruno,Libre,FOR,Formacion,3,Jornadas y seminarios,0.46,0.46,
***0005**,Delgado,,Gloria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.35,0.35,
***0005**,Delgado,,Gloria,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.24,0.24,
***0005**,Delgado,,Gloria,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.01,0.01,
***0005**,Delgado,,Gloria,Libre,FOR,Formacion,1,Curso de formación específica,0.97,0.97,
***0005**,Delgado,,Gloria,Libre,FOR,Formacion,2,Titulación adicional,0.91,0.91,
***0005**,Delgado,,Gloria,Libre,FOR,Formacion,3,Jornadas y seminarios,0.3,0.3,
***0032**,Jurado,Zamora,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.54,0.54,
***0032**,Jurado,Zamora,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,2.09,2.09,
