DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0124**,Redondo,Navarro,Víctor,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,12.57,12.57,
***0124**,Redondo,Navarro,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,1.43,1.43,
***0124**,Redondo,Navarro,Víctor,Libre,FOR,Formacion,2,Titulación adicional,1.43,1.43,
***0124**,Redondo,Navarro,Víctor,Libre,FOR,Formacion,3,Jornadas y seminarios,2.32,2.32,
***0121**,Barranco,Cuevas,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,12.92,12.92,
***0121**,Barranco,Cuevas,Manuel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.65,1.65,
***0121**,Barranco,Cuevas,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,6.47,6.47,
***0109**,Cuevas,Jurado,Lucía,Libre,EXP,Experiencia profesional,1,Servicios en administración local,12.55,12.55,
***0109**,Cuevas,Jurado,Lucía,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,6.13,6.13,
***0109**,Cuevas,Jurado,Lucía,Libre,FOR,Formacion,1,Curso de formación específica,1.44,1.44,
***0122**,Olmo,Guerrero,Yago,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.18,0.18,
***0122**,Olmo,Guerrero,Yago,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.93,2.93,
***0122**,Olmo,Guerrero,Yago,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,8.19,8.19,
***0122**,Olmo,Guerrero,Yago,Libre,FOR,Formacion,1,Curso de formación específica,4.12,4.12,
***0122**,Olmo,Guerrero,Yago,Libre,FOR,Formacion,2,Titulación adicional,0.95,0.95,
***0122**,Olmo,Guerrero,Yago,Libre,FOR,Formacion,3,Jornadas y seminarios,2.71,2.71,
***0127**,Iglesias,Alcalde,Paula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.87,6.87,
***0127**,Iglesias,Alcalde,Paula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.84,3.84,
***0127**,Iglesias,Alcalde,Paula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,2.24,2.24,
***0127**,Iglesias,Alcalde,Paula,Libre,FOR,Formacion,1,Curso de formación específica,5.85,5.85,
***0133**,Quintana,,Nuria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.93,4.93,
***0133**,Quintana,,Nuria,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,7.4,7.4,
***0133**,Quintana,,Nuria,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.21,3.21,
***0133**,Quintana,,Nuria,Libre,FOR,Formacion,1,Curso de formación específica,1.01,1.01,
***0133**,Quintana,,Nuria,Libre,FOR,Formacion,2,Titulación adicional,0.91,0.91,
***0133**,Quintana,,Nuria,Libre,FOR,Formacion,3,Jornadas y seminarios,1.23,1.23,
***0130**,Rubio,Hidalgo,Kevin,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.78,6.78,
***0130**,Rubio,Hidalgo,Kevin,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.82,5.82,
***0130**,Rubio,Hidalgo,Kevin,Libre,FOR,Formacion,1,Curso de formación específica,0.95,0.95,
***0130**,Rubio,Hidalgo,Kevin,Libre,FOR,Formacion,2,Titulación adicional,3.54,3.54,
***0130**,Rubio,Hidalgo,Kevin,Libre,FOR,Formacion,3,Jornadas y seminarios,0.99,0.99,
***0103**,Ferrer,,Adrián,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,14.03,14.03,
***0103**,Ferrer,,Adrián,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,1.15,1.15,
***0103**,Ferrer,,Adrián,Discapacidad,FOR,Formacion,1,Curso de formación específica,2.72,2.72,
***0117**,Valverde,Guerrero,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.64,8.64,
***0117**,Valverde,Guerrero,Víctor,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,7.52,7.52,
***0117**,Valverde,Guerrero,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,0.76,0.76,
***0112**,Peñalver,Herrera,Elena,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,6.57,6.57,
***0112**,Peñalver,Herrera,Elena,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,6.43,6.43,
***0112**,Peñalver,Herrera,Elena,Discapacidad,FOR,Formacion,1,Curso de formación específica,3.7,3.7,
***0118**,Jurado,Valverde,Sara,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.87,2.87,
***0118**,Jurado,Valverde,Sara,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.98,0.98,
***0118**,Jurado,Valverde,Sara,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.03,3.03,
***0118**,Jurado,Valverde,Sara,Libre,FOR,Formacion,1,Curso de formación específica,7.29,7.29,
***0128**,Aguilera,Bermejo,Rocío,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.85,5.85,
***0128**,Aguilera,Bermejo,Rocío,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.34,5.34,
***0128**,Aguilera,Bermejo,Rocío,Libre,FOR,Formacion,1,Curso de formación específica,0.6,0.6,
***0128**,Aguilera,Bermejo,Rocío,Libre,FOR,Formacion,2,Titulación adicional,2.34,2.34,
***0129**,Alcalde,,Kevin,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.09,5.09,
***0129**,Alcalde,,Kevin,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.77,2.77,
***0129**,Alcalde,,Kevin,Libre,FOR,Formacion,1,Curso de formación específica,1.13,1.13,
***0129**,Alcalde,,Kevin,Libre,FOR,Formacion,2,Titulación adicional,4.24,4.24,
***0119**,Valverde,Castaño,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.3,4.3,
***0119**,Valverde,Castaño,Hugo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.94,4.94,
***0119**,Valverde,Castaño,Hugo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.28,1.28,
***0119**,Valverde,Castaño,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,2.22,2.22,
***0102**,Olmo,Pastor,Sergio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.57,7.57,
***0102**,Olmo,Pastor,Sergio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.98,3.98,
***0102**,Olmo,Pastor,Sergio,Libre,FOR,Formacion,1,Curso de formación específica,1.16,1.16,
***0120**,Salinas,,Jorge,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,2.83,2.83,
***0120**,Salinas,,Jorge,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,2.6,2.6,
***0120**,Salinas,,Jorge,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,3.35,3.35,
***0120**,Salinas,,Jorge,Discapacidad,FOR,Formacion,1,Curso de formación específica,3.85,3.85,
***0107**,Lozano,Nieto,Helena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.88,2.88,
***0107**,Lozano,Nieto,Helena,Libre,FOR,Formacion,1,Curso de formación específica,7.47,7.47,
***0113**,Espinosa,Serrano,Raúl,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,2.58,2.58,
***0113**,Espinosa,Serrano,Raúl,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,1.3,1.3,
***0113**,Espinosa,Serrano,Raúl,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,2.99,2.99,
***0113**,Espinosa,Serrano,Raúl,Discapacidad,FOR,Formacion,1,Curso de formación específica,1.5,1.5,
***0113**,Espinosa,Serrano,Raúl,Discapacidad,FOR,Formacion,2,Titulación adicional,1.52,1.52,
***0114**,Fuentes,Redondo,Beatriz,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.66,2.66,
***0114**,Fuentes,Redondo,Beatriz,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.75,2.75,
***0114**,Fuentes,Redondo,Beatriz,Libre,FOR,Formacion,1,Curso de formación específica,3.98,3.98,
***0116**,Lara,Herrera,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.88,1.88,
***0116**,Lara,Herrera,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.83,0.83,
***0116**,Lara,Herrera,Ana,Libre,FOR,Formacion,1,Curso de formación específica,3.16,3.16,
***0116**,Lara,Herrera,Ana,Libre,FOR,Formacion,2,Titulación adicional,2.71,2.71,
***0116**,Lara,Herrera,Ana,Libre,FOR,Formacion,3,Jornadas y seminarios,0.55,0.55,
***0106**,Jurado,Valverde,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.4,3.4,
***0106**,Jurado,Valverde,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,5.46,5.46,
***0108**,Guerrero,Valverde,Laura,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,2.72,2.72,
***0108**,Guerrero,Valverde,Laura,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,0.24,0.24,
***0108**,Guerrero,Valverde,Laura,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,0.18,0.18,
***0108**,Guerrero,Valverde,Laura,Discapacidad,FOR,Formacion,1,Curso de formación específica,3,3,
***0108**,Guerrero,Valverde,Laura,Discapacidad,FOR,Formacion,2,Titulación adicional,2.54,2.54,
***0131**,Ferrer,Delgado,Raúl,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.48,2.48,
***0131**,Ferrer,Delgado,Raúl,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.67,4.67,
***0131**,Ferrer,Delgado,Raúl,Libre,FOR,Formacion,1,Curso de formación específica,0.88,0.88,
***0131**,Ferrer,Delgado,Raúl,Libre,FOR,Formacion,2,Titulación adicional,0.12,0.12,
***0110**,Ferrer,Barranco,Beatriz,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.54,0.54,
***0110**,Ferrer,Barranco,Beatriz,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.65,0.65,
***0110**,Ferrer,Barranco,Beatriz,Libre,FOR,Formacion,1,Curso de formación específica,6.19,6.19,
***0105**,Valverde,Torralba,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.43,0.43,
***0105**,Valverde,Torralba,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.24,1.24,
***0105**,Valverde,Torralba,Ximena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.12,1.12,
***0105**,Valverde,Torralba,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,1.91,1.91,
***0105**,Valverde,Torralba,Ximena,Libre,FOR,Formacion,2,Titulación adicional,2.3,2.3,
***0134**,Tejada,,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.88,0.88,
***0134**,Tejada,,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,1.49,1.49,
***0134**,Tejada,,Hugo,Libre,FOR,Formacion,2,Titulación adicional,2.72,2.72,
***0134**,Tejada,,Hugo,Libre,FOR,Formacion,3,Jornadas y seminarios,1.72,1.72,
***0101**,Nieto,Uceda,Pablo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.76,0.76,
***0101**,Nieto,Uceda,Pablo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.34,0.34,
***0101**,Nieto,Uceda,Pablo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.75,1.75,
***0101**,Nieto,Uceda,Pablo,Libre,FOR,Formacion,1,Curso de formación específica,1.33,1.33,
***0101**,Nieto,Uceda,Pablo,Libre,FOR,Formacion,2,Titulación adicional,1.21,1.21,
***0101**,Nieto,Uceda,Pablo,Libre,FOR,Formacion,3,Jornadas y seminarios,0.11,0.11,
***0123**,Rubio,Castaño,Beatriz,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0,0,
***0123**,Rubio,Castaño,Beatriz,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.05,0.05,
***0123**,Rubio,Castaño,Beatriz,Libre,FOR,Formacion,1,Curso de formación específica,1.82,1.82,
***0123**,Rubio,Castaño,Beatriz,Libre,FOR,Formacion,2,Titulación adicional,1.95,1.95,
***0123**,Rubio,Castaño,Beatriz,Libre,FOR,Formacion,3,Jornadas y seminarios,1.15,1.15,
***0132**,Molina,Castaño,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.31,1.31,
***0132**,Molina,Castaño,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,3.43,3.43,
***0111**,Alcalde,Guerrero,Fabio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.78,1.78,
***0111**,Alcalde,Guerrero,Fabio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.7,1.7,
***0111**,Alcalde,Guerrero,Fabio,Libre,FOR,Formacion,1,Curso de formación específica,1.18,1.18,
***0126**,Olmo,,Laura,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.08,0.08,
***0126**,Olmo,,Laura,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.04,0.04,
***0126**,Olmo,,Laura,Libre,FOR,Formacion,1,Curso de formación específica,0.26,0.26,
***0126**,Olmo,,Laura,Libre,FOR,Formacion,2,Titulación adicional,3.96,3.96,
