DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0054**,Bermejo,Quintana,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,2.15,2.15,
***0054**,Bermejo,Quintana,Manuel,Libre,FOR,Formacion,2,Titulación adicional,2.24,2.24,
***0048**,Castaño,Castaño,Daniel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.93,5.93,
***0048**,Castaño,Castaño,Daniel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.12,4.12,
***0048**,Castaño,Castaño,Daniel,Libre,FOR,Formacion,1,Curso de formación específica,6.91,6.91,
***0058**,Jurado,Torralba,Raúl,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.19,7.19,
***0058**,Jurado,Torralba,Raúl,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.59,2.59,
***0058**,Jurado,Torralba,Raúl,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,4.38,4.38,
***0058**,Jurado,Torralba,Raúl,Libre,FOR,Formacion,1,Curso de formación específica,2.01,2.01,
***0058**,Jurado,Torralba,Raúl,Libre,FOR,Formacion,2,Titulación adicional,0.04,0.04,
***0043**,Guerrero,Guerrero,Gloria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,15.13,15.13,
***0043**,Guerrero,Guerrero,Gloria,Libre,FOR,Formacion,1,Curso de formación específica,0.81,0.81,
***0063**,Torralba,Cuevas,Paula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.36,5.36,
***0063**,Torralba,Cuevas,Paula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.89,0.89,
***0063**,Torralba,Cuevas,Paula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,6.72,6.72,
***0063**,Torralba,Cuevas,Paula,Libre,FOR,Formacion,1,Curso de formación específica,1.48,1.48,
***0063**,Torralba,Cuevas,Paula,Libre,FOR,Formacion,2,Titulación adicional,1.35,1.35,
***0065**,Peñalver,Quintana,Sara,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.85,7.85,
***0065**,Peñalver,Quintana,Sara,Libre,FOR,Formacion,1,Curso de formación específica,0.49,0.49,
***0065**,Peñalver,Quintana,Sara,Libre,FOR,Formacion,2,Titulación adicional,6.82,6.82,
***0078**,Ferrer,Herrera,Gonzalo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.48,6.48,
***0078**,Ferrer,Herrera,Gonzalo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.38,0.38,
***0078**,Ferrer,Herrera,Gonzalo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.02,3.02,
***0078**,Ferrer,Herrera,Gonzalo,Libre,FOR,Formacion,1,Curso de formación específica,3.43,3.43,
***0078**,Ferrer,Herrera,Gonzalo,Libre,FOR,Formacion,2,Titulación adicional,1.52,1.52,
***0040**,Ortega,Domínguez,Dolores,Libre,EXP,Experiencia profesional,1,Servicios en administración local,11.35,11.35,
***0040**,Ortega,Domínguez,Dolores,Libre,FOR,Formacion,1,Curso de formación específica,1.6,1.6,
***0040**,Ortega,Domínguez,Dolores,Libre,FOR,Formacion,2,Titulación adicional,0.89,0.89,
***0056**,Ferrer,Navarro,Gonzalo,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,2.79,2.79,
***0056**,Ferrer,Navarro,Gonzalo,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,4.69,4.69,
***0056**,Ferrer,Navarro,Gonzalo,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,5.57,5.57,
***0056**,Ferrer,Navarro,Gonzalo,Discapacidad,FOR,Formacion,1,Curso de formación específica,0.47,0.47,
***0060**,Redondo,Lozano,Óscar,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.14,6.14,
***0060**,Redondo,Lozano,Óscar,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.96,0.96,
***0060**,Redondo,Lozano,Óscar,Libre,FOR,Formacion,1,Curso de formación específica,3.14,3.14,
***0060**,Redondo,Lozano,Óscar,Libre,FOR,Formacion,2,Titulación adicional,2.43,2.43,
***0050**,Aguilera,Uceda,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.18,2.18,
***0050**,Aguilera,Uceda,Víctor,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.09,2.09,
***0050**,Aguilera,Uceda,Víctor,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.64,3.64,
***0050**,Aguilera,Uceda,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,2.33,2.33,
***0050**,Aguilera,Uceda,Víctor,Libre,FOR,Formacion,2,Titulación adicional,0.8,0.8,
***0050**,Aguilera,Uceda,Víctor,Libre,FOR,Formacion,3,Jornadas y seminarios,1.35,1.35,
***0068**,Salinas,,Gonzalo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.63,7.63,
***0068**,Salinas,,Gonzalo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.39,2.39,
***0068**,Salinas,,Gonzalo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.8,1.8,
***0068**,Salinas,,Gonzalo,Libre,FOR,Formacion,1,Curso de formación específica,0.07,0.07,
***0068**,Salinas,,Gonzalo,Libre,FOR,Formacion,2,Titulación adicional,0.03,0.03,
***0068**,Salinas,,Gonzalo,Libre,FOR,Formacion,3,Jornadas y seminarios,0.02,0.02,
***0044**,Ferrer,,Marcos,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.37,5.37,
***0044**,Ferrer,,Marcos,Libre,FOR,Formacion,1,Curso de formación específica,3,3,
***0044**,Ferrer,,Marcos,Libre,FOR,Formacion,2,Titulación adicional,3,3,
***0073**,Rubio,Hidalgo,Fabio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.36,7.36,
***0073**,Rubio,Hidalgo,Fabio,Libre,FOR,Formacion,1,Curso de formación específica,1.37,1.37,
***0073**,Rubio,Hidalgo,Fabio,Libre,FOR,Formacion,2,Titulación adicional,1.06,1.06,
***0073**,Rubio,Hidalgo,Fabio,Libre,FOR,Formacion,3,Jornadas y seminarios,1.45,1.45,
***0064**,Lozano,Valverde,Raúl,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.88,3.88,
***0064**,Lozano,Valverde,Raúl,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.72,0.72,
***0064**,Lozano,Valverde,Raúl,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.31,3.31,
***0064**,Lozano,Valverde,Raúl,Libre,FOR,Formacion,1,Curso de formación específica,0.68,0.68,
***0064**,Lozano,Valverde,Raúl,Libre,FOR,Formacion,2,Titulación adicional,1.65,1.65,
***0064**,Lozano,Valverde,Raúl,Libre,FOR,Formacion,3,Jornadas y seminarios,0.94,0.94,
***0055**,Delgado,Garrido,Fátima,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.19,8.19,
***0055**,Delgado,Garrido,Fátima,Libre,FOR,Formacion,1,Curso de formación específica,0.6,0.6,
***0055**,Delgado,Garrido,Fátima,Libre,FOR,Formacion,2,Titulación adicional,2.3,2.3,
***0074**,Jurado,Iglesias,Carla,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.68,1.68,
***0074**,Jurado,Iglesias,Carla,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.5,1.5,
***0074**,Jurado,Iglesias,Carla,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.54,1.54,
***0074**,Jurado,Iglesias,Carla,Libre,FOR,Formacion,1,Curso de formación específica,5.76,5.76,
***0069**,Olmo,Bermejo,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.04,6.04,
***0069**,Olmo,Bermejo,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,2.03,2.03,
***0069**,Olmo,Bermejo,Hugo,Libre,FOR,Formacion,2,Titulación adicional,1.44,1.44,
***0075**,Quintana,Zamora,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.26,1.26,
***0075**,Quintana,Zamora,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.73,0.73,
***0075**,Quintana,Zamora,Ana,Libre,FOR,Formacion,1,Curso de formación específica,7.32,7.32,
***0067**,Aguilera,Rubio,Adrián,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.28,8.28,
***0067**,Aguilera,Rubio,Adrián,Libre,FOR,Formacion,1,Curso de formación específica,0.54,0.54,
***0067**,Aguilera,Rubio,Adrián,Libre,FOR,Formacion,2,Titulación adicional,0.41,0.41,
***0047**,Cuevas,Molina,Irene,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.17,1.17,
***0047**,Cuevas,Molina,Irene,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.67,3.67,
***0047**,Cuevas,Molina,Irene,Libre,FOR,Formacion,1,Curso de formación específica,2.03,2.03,
***0047**,Cuevas,Molina,Irene,Libre,FOR,Formacion,2,Titulación adicional,2.26,2.26,
***0062**,Molina,Rubio,Dolores,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.85,2.85,
***0062**,Molina,Rubio,Dolores,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.15,1.15,
***0062**,Molina,Rubio,Dolores,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.85,0.85,
***0062**,Molina,Rubio,Dolores,Libre,FOR,Formacion,1,Curso de formación específica,3.32,3.32,
***0062**,Molina,Rubio,Dolores,Libre,FOR,Formacion,2,Titulación adicional,0.6,0.6,
***0057**,Pastor,Torralba,Gonzalo,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,0.09,0.09,
***0057**,Pastor,Torralba,Gonzalo,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,3.46,3.46,
***0057**,Pastor,Torralba,Gonzalo,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,1.16,1.16,
***0057**,Pastor,Torralba,Gonzalo,Discapacidad,FOR,Formacion,1,Curso de formación específica,0.57,0.57,
***0057**,Pastor,Torralba,Gonzalo,Discapacidad,FOR,Formacion,2,Titulación adicional,0.98,0.98,
***0057**,Pastor,Torralba,Gonzalo,Discapacidad,FOR,Formacion,3,Jornadas y seminarios,2.47,2.47,
***0072**,Bermejo,Barranco,Daniel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.4,1.4,
***0072**,Bermejo,Barranco,Daniel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.89,1.89,
***0072**,Bermejo,Barranco,Daniel,Libre,FOR,Formacion,1,Curso de formación específica,1.55,1.55,
***0072**,Bermejo,Barranco,Daniel,Libre,FOR,Formacion,2,Titulación adicional,3.8,3.8,
***0046**,Bermejo,Vidal,Iván,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.26,0.26,
***0046**,Bermejo,Vidal,Iván,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.17,0.17,
***0046**,Bermejo,Vidal,Iván,Libre,FOR,Formacion,1,Curso de formación específica,7.14,7.14,
***0077**,Aguilera,Herrera,Bruno,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,0.76,0.76,
***0077**,Aguilera,Herrera,Bruno,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,3.47,3.47,
***0077**,Aguilera,Herrera,Bruno,Discapacidad,FOR,Formacion,1,Curso de formación específica,2.76,2.76,
***0076**,Tejada,Valverde,Irene,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.25,0.25,
***0076**,Tejada,Valverde,Irene,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.21,2.21,
***0076**,Tejada,Valverde,Irene,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.43,1.43,
***0076**,Tejada,Valverde,Irene,Libre,FOR,Formacion,1,Curso de formación específica,1.24,1.24,
***0076**,Tejada,Valverde,Irene,Libre,FOR,Formacion,2,Titulación adicional,0.26,0.26,
***0076**,Tejada,Valverde,Irene,Libre,FOR,Formacion,3,Jornadas y seminarios,0.94,0.94,
***0061**,Ortega,Tejada,Sara,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.63,1.63,
***0061**,Ortega,Tejada,Sara,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.51,1.51,
***0061**,Ortega,Tejada,Sara,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.08,0.08,
***0061**,Ortega,Tejada,Sara,Libre,FOR,Formacion,1,Curso de formación específica,0.85,0.85,
***0061**,Ortega,Tejada,Sara,Libre,FOR,Formacion,2,Titulación adicional,1.03,1.03,
***0066**,Redondo,Rubio,Bruno,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.56,0.56,
***0066**,Redondo,Rubio,Bruno,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.26,0.26,
***0066**,Redondo,Rubio,Bruno,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.02,0.02,
***0066**,Redondo,Rubio,Bruno,Libre,FOR,Formacion,1,Curso de formación específica,3.37,3.37,
***0066**,Redondo,Rubio,Bruno,Libre,FOR,Formacion,2,Titulación adicional,0.05,0.05,
***0066**,Redondo,Rubio,Bruno,Libre,FOR,Formacion,3,Jornadas y seminarios,0.81,0.81,
***0051**,Iglesias,Valverde,Fabio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.04,0.04,
***0051**,Iglesias,Valverde,Fabio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.63,0.63,
***0051**,Iglesias,Valverde,Fabio,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.54,0.54,
***0051**,Iglesias,Valverde,Fabio,Libre,FOR,Formacion,1,Curso de formación específica,3.68,3.68,
***0041**,Molina,Bermejo,Laura,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.25,0.25,
***0041**,Molina,Bermejo,Laura,Libre,FOR,Formacion,1,Curso de formación específica,0.91,0.91,
***0041**,Molina,Bermejo,Laura,Libre,FOR,Formacion,2,Titulación adicional,3.27,3.27,
***0053**,Zamora,,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.04,1.04,
***0053**,Zamora,,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,0.14,0.14,
***0053**,Zamora,,Víctor,Libre,FOR,Formacion,2,Titulación adicional,0.27,0.27,
***0053**,Zamora,,Víctor,Libre,FOR,Formacion,3,Jornadas y seminarios,0.13,0.13,
