DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0236**,Serrano,Fuentes,Jorge,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.58,8.58,
***0236**,Serrano,Fuentes,Jorge,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.3,1.3,
***0236**,Serrano,Fuentes,Jorge,Libre,FOR,Formacion,1,Curso de formación específica,3.24,3.24,
***0236**,Serrano,Fuentes,Jorge,Libre,FOR,Formacion,2,Titulación adicional,0.72,0.72,
***0226**,Zamora,Ortega,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.05,1.05,
***0226**,Zamora,Ortega,Hugo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.53,0.53,
***0226**,Zamora,Ortega,Hugo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,8.18,8.18,
***0226**,Zamora,Ortega,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,3.9,3.9,
***0227**,Ortega,Zamora,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.52,2.52,
***0227**,Ortega,Zamora,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.53,0.53,
***0227**,Ortega,Zamora,Ximena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.67,1.67,
***0227**,Ortega,Zamora,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,4.57,4.57,
***0227**,Ortega,Zamora,Ximena,Libre,FOR,Formacion,2,Titulación adicional,2.32,2.32,
***0227**,Ortega,Zamora,Ximena,Libre,FOR,Formacion,3,Jornadas y seminarios,0.92,0.92,
***0224**,Zamora,Escudero,Adrián,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.07,2.07,
***0224**,Zamora,Escudero,Adrián,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.8,3.8,
***0224**,Zamora,Escudero,Adrián,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,2.67,2.67,
***0224**,Zamora,Escudero,Adrián,Libre,FOR,Formacion,1,Curso de formación específica,0.19,0.19,
***0224**,Zamora,Escudero,Adrián,Libre,FOR,Formacion,2,Titulación adicional,1.07,1.07,
***0224**,Zamora,Escudero,Adrián,Libre,FOR,Formacion,3,Jornadas y seminarios,2.67,2.67,
***0243**,Guerrero,,Claudio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.13,3.13,
***0243**,Guerrero,,Claudio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.63,5.63,
***0243**,Guerrero,,Claudio,Libre,FOR,Formacion,1,Curso de formación específica,0.47,0.47,
***0243**,Guerrero,,Claudio,Libre,FOR,Formacion,2,Titulación adicional,2.89,2.89,
***0223**,Jurado,Alcalde,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.05,2.05,
***0223**,Jurado,Alcalde,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.8,1.8,
***0223**,Jurado,Alcalde,Ana,Libre,FOR,Formacion,1,Curso de formación específica,1.57,1.57,
***0223**,Jurado,Alcalde,Ana,Libre,FOR,Formacion,2,Titulación adicional,5.31,5.31,
***0238**,Bermejo,Serrano,Lucía,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.4,6.4,
***0238**,Bermejo,Serrano,Lucía,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.59,1.59,
***0238**,Bermejo,Serrano,Lucía,Libre,FOR,Formacion,1,Curso de formación específica,1.54,1.54,
***0247**,Peñalver,Olmo,Claudio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.17,2.17,
***0247**,Peñalver,Olmo,Claudio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.28,3.28,
***0247**,Peñalver,Olmo,Claudio,Libre,FOR,Formacion,1,Curso de formación específica,1.95,1.95,
***0247**,Peñalver,Olmo,Claudio,Libre,FOR,Formacion,2,Titulación adicional,1.94,1.94,
***0232**,Fuentes,,Julia,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.84,3.84,
***0232**,Fuentes,,Julia,Libre,FOR,Formacion,1,Curso de formación específica,2.57,2.57,
***0232**,Fuentes,,Julia,Libre,FOR,Formacion,2,Titulación adicional,2.06,2.06,
***0250**,Iglesias,Vidal,Gonzalo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.22,4.22,
***0250**,Iglesias,Vidal,Gonzalo,Libre,FOR,Formacion,1,Curso de formación específica,2.48,2.48,
***0250**,Iglesias,Vidal,Gonzalo,Libre,FOR,Formacion,2,Titulación adicional,0.09,0.09,
***0250**,Iglesias,Vidal,Gonzalo,Libre,FOR,Formacion,3,Jornadas y seminarios,1.43,1.43,
***0252**,Medina,Ibáñez,Zaira,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.84,6.84,
***0252**,Medina,Ibáñez,Zaira,Libre,FOR,Formacion,1,Curso de formación específica,0.17,0.17,
***0252**,Medina,Ibáñez,Zaira,Libre,FOR,Formacion,2,Titulación adicional,0.24,0.24,
***0252**,Medina,Ibáñez,Zaira,Libre,FOR,Formacion,3,Jornadas y seminarios,0.02,0.02,
***0214**,Jurado,Lozano,Dolores,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.79,1.79,
***0214**,Jurado,Lozano,Dolores,Libre,FOR,Formacion,1,Curso de formación específica,4.73,4.73,
***0216**,Vidal,Peñalver,Tomás,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.03,0.03,
***0216**,Vidal,Peñalver,Tomás,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.02,0.02,
***0216**,Vidal,Peñalver,Tomás,Libre,FOR,Formacion,1,Curso de formación específica,3.26,3.26,
***0216**,Vidal,Peñalver,Tomás,Libre,FOR,Formacion,2,Titulación adicional,0.68,0.68,
***0216**,Vidal,Peñalver,Tomás,Libre,FOR,Formacion,3,Jornadas y seminarios,2.23,2.23,
***0228**,Tejada,Medina,Jorge,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.9,0.9,
***0228**,Tejada,Medina,Jorge,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.1,0.1,
***0228**,Tejada,Medina,Jorge,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.33,1.33,
***0228**,Tejada,Medina,Jorge,Libre,FOR,Formacion,1,Curso de formación específica,2.45,2.45,
***0225**,Fuentes,Aguilera,Dolores,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.36,0.36,
***0225**,Fuentes,Aguilera,Dolores,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.8,0.8,
***0225**,Fuentes,Aguilera,Dolores,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.26,0.26,
***0225**,Fuentes,Aguilera,Dolores,Libre,FOR,Formacion,1,Curso de formación específica,0.6,0.6,
***0225**,Fuentes,Aguilera,Dolores,Libre,FOR,Formacion,2,Titulación adicional,0.59,0.59,
***0240**,Pastor,Barranco,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.82,0.82,
***0240**,Pastor,Barranco,Víctor,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.19,0.19,
***0240**,Pastor,Barranco,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,0.08,0.08,
***0240**,Pastor,Barranco,Víctor,Libre,FOR,Formacion,2,Titulación adicional,0.18,0.18,
***0240**,Pastor,Barranco,Víctor,Libre,FOR,Formacion,3,Jornadas y seminarios,0.01,0.01,
