DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0195**,Molina,Torralba,Gloria,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,13.6,13.6,
***0195**,Molina,Torralba,Gloria,Discapacidad,FOR,Formacion,1,Curso de formación específica,7.74,7.74,
***0202**,Jurado,Navarro,Carla,Libre,EXP,Experiencia profesional,1,Servicios en administración local,8.18,8.18,
***0202**,Jurado,Navarro,Carla,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,8.02,8.02,
***0202**,Jurado,Navarro,Carla,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.61,1.61,
***0202**,Jurado,Navarro,Carla,Libre,FOR,Formacion,1,Curso de formación específica,0.46,0.46,
***0202**,Jurado,Navarro,Carla,Libre,FOR,Formacion,2,Titulación adicional,1.18,1.18,
***0202**,Jurado,Navarro,Carla,Libre,FOR,Formacion,3,Jornadas y seminarios,1.21,1.21,
***0185**,Cuevas,Ortega,Helena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.87,5.87,
***0185**,Cuevas,Ortega,Helena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,7.41,7.41,
***0185**,Cuevas,Ortega,Helena,Libre,FOR,Formacion,1,Curso de formación específica,3.78,3.78,
***0185**,Cuevas,Ortega,Helena,Libre,FOR,Formacion,2,Titulación adicional,2.64,2.64,
***0185**,Cuevas,Ortega,Helena,Libre,FOR,Formacion,3,Jornadas y seminarios,0.1,0.1,
***0199**,Zamora,Zamora,Elena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.33,7.33,
***0199**,Zamora,Zamora,Elena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.75,1.75,
***0199**,Zamora,Zamora,Elena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,9.18,9.18,
***0199**,Zamora,Zamora,Elena,Libre,FOR,Formacion,1,Curso de formación específica,0.62,0.62,
***0199**,Zamora,Zamora,Elena,Libre,FOR,Formacion,2,Titulación adicional,0.58,0.58,
***0199**,Zamora,Zamora,Elena,Libre,FOR,Formacion,3,Jornadas y seminarios,0.22,0.22,
***0193**,Ferrer,Serrano,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,9.39,9.39,
***0193**,Ferrer,Serrano,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,9,9,
***0193**,Ferrer,Serrano,Ana,Libre,FOR,Formacion,1,Curso de formación específica,0.21,0.21,
***0193**,Ferrer,Serrano,Ana,Libre,FOR,Formacion,2,Titulación adicional,1.06,1.06,
***0190**,Vidal,Olmo,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,12.89,12.89,
***0190**,Vidal,Olmo,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.47,1.47,
***0190**,Vidal,Olmo,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,2.67,2.67,
***0190**,Vidal,Olmo,Ximena,Libre,FOR,Formacion,2,Titulación adicional,1.07,1.07,
***0203**,Torralba,Molina,Rocío,Libre,EXP,Experiencia profesional,1,Servicios en administración local,12.36,12.36,
***0203**,Torralba,Molina,Rocío,Libre,FOR,Formacion,1,Curso de formación específica,2.69,2.69,
***0205**,Castaño,Medina,Víctor,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.74,6.74,
***0205**,Castaño,Medina,Víctor,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.07,5.07,
***0205**,Castaño,Medina,Víctor,Libre,FOR,Formacion,1,Curso de formación específica,2.77,2.77,
***0205**,Castaño,Medina,Víctor,Libre,FOR,Formacion,2,Titulación adicional,0.36,0.36,
***0200**,Torralba,Espinosa,Óscar,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.29,3.29,
***0200**,Torralba,Espinosa,Óscar,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.37,5.37,
***0200**,Torralba,Espinosa,Óscar,Libre,FOR,Formacion,1,Curso de formación específica,0.94,0.94,
***0200**,Torralba,Espinosa,Óscar,Libre,FOR,Formacion,2,Titulación adicional,5.24,5.24,
***0196**,Barranco,Aguilera,Nuria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.74,6.74,
***0196**,Barranco,Aguilera,Nuria,Libre,FOR,Formacion,1,Curso de formación específica,2.27,2.27,
***0196**,Barranco,Aguilera,Nuria,Libre,FOR,Formacion,2,Titulación adicional,2.46,2.46,
***0196**,Barranco,Aguilera,Nuria,Libre,FOR,Formacion,3,Jornadas y seminarios,2.07,2.07,
***0191**,Garrido,Valverde,Sergio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.15,3.15,
***0191**,Garrido,Valverde,Sergio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.36,4.36,
***0191**,Garrido,Valverde,Sergio,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,2.34,2.34,
***0191**,Garrido,Valverde,Sergio,Libre,FOR,Formacion,1,Curso de formación específica,3.31,3.31,
***0213**,Bermejo,Fuentes,Zaira,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.93,4.93,
***0213**,Bermejo,Fuentes,Zaira,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.57,2.57,
***0213**,Bermejo,Fuentes,Zaira,Libre,FOR,Formacion,1,Curso de formación específica,5.56,5.56,
***0204**,Lara,Herrera,Jorge,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.32,5.32,
***0204**,Lara,Herrera,Jorge,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.28,3.28,
***0204**,Lara,Herrera,Jorge,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.86,3.86,
***0204**,Lara,Herrera,Jorge,Libre,FOR,Formacion,1,Curso de formación específica,0,0,
***0208**,Tejada,,Zaira,Libre,EXP,Experiencia profesional,1,Servicios en administración local,11.02,11.02,
***0208**,Tejada,,Zaira,Libre,FOR,Formacion,1,Curso de formación específica,0.53,0.53,
***0208**,Tejada,,Zaira,Libre,FOR,Formacion,2,Titulación adicional,0.01,0.01,
***0192**,Zamora,Fuentes,Adrián,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,1.47,1.47,
***0192**,Zamora,Fuentes,Adrián,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,0.21,0.21,
***0192**,Zamora,Fuentes,Adrián,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,3.24,3.24,
***0192**,Zamora,Fuentes,Adrián,Discapacidad,FOR,Formacion,1,Curso de formación específica,0.83,0.83,
***0192**,Zamora,Fuentes,Adrián,Discapacidad,FOR,Formacion,2,Titulación adicional,2.76,2.76,
***0192**,Zamora,Fuentes,Adrián,Discapacidad,FOR,Formacion,3,Jornadas y seminarios,2.32,2.32,
***0197**,Castaño,Salinas,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.39,3.39,
***0197**,Castaño,Salinas,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.82,3.82,
***0197**,Castaño,Salinas,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,1.62,1.62,
***0197**,Castaño,Salinas,Ximena,Libre,FOR,Formacion,2,Titulación adicional,1.48,1.48,
***0184**,Iglesias,Ortega,Pablo,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,2.04,2.04,
***0184**,Iglesias,Ortega,Pablo,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,2.49,2.49,
***0184**,Iglesias,Ortega,Pablo,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,1.36,1.36,
***0184**,Iglesias,Ortega,Pablo,Discapacidad,FOR,Formacion,1,Curso de formación específica,0.72,0.72,
***0184**,Iglesias,Ortega,Pablo,Discapacidad,FOR,Formacion,2,Titulación adicional,2.25,2.25,
***0184**,Iglesias,Ortega,Pablo,Discapacidad,FOR,Formacion,3,Jornadas y seminarios,0.69,0.69,
***0212**,Jurado,Salinas,Fátima,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.33,1.33,
***0212**,Jurado,Salinas,Fátima,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.38,1.38,
***0212**,Jurado,Salinas,Fátima,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.74,3.74,
***0212**,Jurado,Salinas,Fátima,Libre,FOR,Formacion,1,Curso de formación específica,1.9,1.9,
***0212**,Jurado,Salinas,Fátima,Libre,FOR,Formacion,2,Titulación adicional,0.9,0.9,
***0187**,Cuevas,Olmo,Iván,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.29,5.29,
***0187**,Cuevas,Olmo,Iván,Libre,FOR,Formacion,1,Curso de formación específica,0.47,0.47,
***0187**,Cuevas,Olmo,Iván,Libre,FOR,Formacion,2,Titulación adicional,2.6,2.6,
***0198**,Olmo,Tejada,Fabio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.99,1.99,
***0198**,Olmo,Tejada,Fabio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.33,1.33,
***0198**,Olmo,Tejada,Fabio,Libre,FOR,Formacion,1,Curso de formación específica,2.07,2.07,
***0198**,Olmo,Tejada,Fabio,Libre,FOR,Formacion,2,Titulación adicional,0.19,0.19,
***0198**,Olmo,Tejada,Fabio,Libre,FOR,Formacion,3,Jornadas y seminarios,2.69,2.69,
***0183**,Lozano,Iglesias,Lucía,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.42,0.42,
***0183**,Lozano,Iglesias,Lucía,Libre,FOR,Formacion,1,Curso de formación específica,7.53,7.53,
***0207**,Tejada,Iglesias,Iván,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.41,0.41,
***0207**,Tejada,Iglesias,Iván,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,6.85,6.85,
***0207**,Tejada,Iglesias,Iván,Libre,FOR,Formacion,1,Curso de formación específica,0.05,0.05,
***0209**,Aguilera,Zamora,Rocío,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.35,6.35,
***0209**,Aguilera,Zamora,Rocío,Libre,FOR,Formacion,1,Curso de formación específica,0.36,0.36,
***0188**,Vidal,Escudero,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.66,4.66,
***0188**,Vidal,Escudero,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,1.68,1.68,
***0201**,Fuentes,Hidalgo,Hugo,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1,1,
***0201**,Fuentes,Hidalgo,Hugo,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.31,1.31,
***0201**,Fuentes,Hidalgo,Hugo,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.62,0.62,
***0201**,Fuentes,Hidalgo,Hugo,Libre,FOR,Formacion,1,Curso de formación específica,0.38,0.38,
***0206**,Uceda,Bermejo,Rocío,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.61,0.61,
***0206**,Uceda,Bermejo,Rocío,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.43,0.43,
***0206**,Uceda,Bermejo,Rocío,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.21,0.21,
***0206**,Uceda,Bermejo,Rocío,Libre,FOR,Formacion,1,Curso de formación específica,1.04,1.04,
