DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0377**,Ibáñez,Herrera,Tomás,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,9.5,9.5,
***0377**,Ibáñez,Herrera,Tomás,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,8.22,8.22,
***0377**,Ibáñez,Herrera,Tomás,Discapacidad,EXP,Experiencia profesional,3,Servicios en el sector privado,2.06,2.06,
***0377**,Ibáñez,Herrera,Tomás,Discapacidad,FOR,Formacion,1,Curso de formación específica,0.15,0.15,
***0377**,Ibáñez,Herrera,Tomás,Discapacidad,FOR,Formacion,2,Titulación adicional,0.19,0.19,
***0377**,Ibáñez,Herrera,Tomás,Discapacidad,FOR,Formacion,3,Jornadas y seminarios,0.07,0.07,
***0369**,Lara,Alcalde,Iván,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.73,5.73,
***0369**,Lara,Alcalde,Iván,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,10.94,10.94,
***0369**,Lara,Alcalde,Iván,Libre,FOR,Formacion,1,Curso de formación específica,1.97,1.97,
***0369**,Lara,Alcalde,Iván,Libre,FOR,Formacion,2,Titulación adicional,1.54,1.54,
***0383**,Hidalgo,Ibáñez,Helena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.32,5.32,
***0383**,Hidalgo,Ibáñez,Helena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,9.55,9.55,
***0383**,Hidalgo,Ibáñez,Helena,Libre,FOR,Formacion,1,Curso de formación específica,2.24,2.24,
***0383**,Hidalgo,Ibáñez,Helena,Libre,FOR,Formacion,2,Titulación adicional,2.1,2.1,
***0364**,Delgado,Castaño,Sara,Libre,EXP,Experiencia profesional,1,Servicios en administración local,19.05,19.05,
***0364**,Delgado,Castaño,Sara,Libre,FOR,Formacion,1,Curso de formación específica,0.1,0.1,
***0389**,Serrano,Redondo,Irene,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.18,5.18,
***0389**,Serrano,Redondo,Irene,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.27,4.27,
***0389**,Serrano,Redondo,Irene,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,5.13,5.13,
***0389**,Serrano,Redondo,Irene,Libre,FOR,Formacion,1,Curso de formación específica,2.43,2.43,
***0389**,Serrano,Redondo,Irene,Libre,FOR,Formacion,2,Titulación adicional,0.96,0.96,
***0389**,Serrano,Redondo,Irene,Libre,FOR,Formacion,3,Jornadas y seminarios,0.44,0.44,
***0356**,Vidal,Molina,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,16.48,16.48,
***0356**,Vidal,Molina,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,0.59,0.59,
***0356**,Vidal,Molina,Ximena,Libre,FOR,Formacion,2,Titulación adicional,0.01,0.01,
***0356**,Vidal,Molina,Ximena,Libre,FOR,Formacion,3,Jornadas y seminarios,1.22,1.22,
***0363**,Fuentes,Garrido,Elena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,9.24,9.24,
***0363**,Fuentes,Garrido,Elena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.77,2.77,
***0363**,Fuentes,Garrido,Elena,Libre,FOR,Formacion,1,Curso de formación específica,1.93,1.93,
***0363**,Fuentes,Garrido,Elena,Libre,FOR,Formacion,2,Titulación adicional,2.03,2.03,
***0363**,Fuentes,Garrido,Elena,Libre,FOR,Formacion,3,Jornadas y seminarios,1.29,1.29,
***0365**,Castaño,Nieto,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.06,4.06,
***0365**,Castaño,Nieto,Manuel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.79,4.79,
***0365**,Castaño,Nieto,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,7.97,7.97,
***0371**,Castaño,Valverde,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,9.99,9.99,
***0371**,Castaño,Valverde,Manuel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.09,1.09,
***0371**,Castaño,Valverde,Manuel,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,2.35,2.35,
***0371**,Castaño,Valverde,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,3.08,3.08,
***0373**,Garrido,Uceda,Irene,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.76,3.76,
***0373**,Garrido,Uceda,Irene,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,10.29,10.29,
***0373**,Garrido,Uceda,Irene,Libre,FOR,Formacion,1,Curso de formación específica,0.55,0.55,
***0373**,Garrido,Uceda,Irene,Libre,FOR,Formacion,2,Titulación adicional,0.6,0.6,
***0373**,Garrido,Uceda,Irene,Libre,FOR,Formacion,3,Jornadas y seminarios,0.12,0.12,
***0381**,Aguilera,Bermejo,Elena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,14.99,14.99,
***0381**,Aguilera,Bermejo,Elena,Libre,FOR,Formacion,1,Curso de formación específica,0.3,0.3,
***0359**,Guerrero,Ibáñez,Kevin,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.91,0.91,
***0359**,Guerrero,Ibáñez,Kevin,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.8,1.8,
***0359**,Guerrero,Ibáñez,Kevin,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.43,3.43,
***0359**,Guerrero,Ibáñez,Kevin,Libre,FOR,Formacion,1,Curso de formación específica,2.33,2.33,
***0359**,Guerrero,Ibáñez,Kevin,Libre,FOR,Formacion,2,Titulación adicional,1.75,1.75,
***0359**,Guerrero,Ibáñez,Kevin,Libre,FOR,Formacion,3,Jornadas y seminarios,3.44,3.44,
***0388**,Hidalgo,Medina,Lucía,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.59,0.59,
***0388**,Hidalgo,Medina,Lucía,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,5.17,5.17,
***0388**,Hidalgo,Medina,Lucía,Libre,FOR,Formacion,1,Curso de formación específica,3.21,3.21,
***0388**,Hidalgo,Medina,Lucía,Libre,FOR,Formacion,2,Titulación adicional,3.92,3.92,
***0362**,Castaño,Uceda,Beatriz,Libre,EXP,Experiencia profesional,1,Servicios en administración local,11.57,11.57,
***0362**,Castaño,Uceda,Beatriz,Libre,FOR,Formacion,1,Curso de formación específica,0.26,0.26,
***0362**,Castaño,Uceda,Beatriz,Libre,FOR,Formacion,2,Titulación adicional,0.58,0.58,
***0362**,Castaño,Uceda,Beatriz,Libre,FOR,Formacion,3,Jornadas y seminarios,0.39,0.39,
***0349**,Aguilera,Hidalgo,Helena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.27,2.27,
***0349**,Aguilera,Hidalgo,Helena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.35,3.35,
***0349**,Aguilera,Hidalgo,Helena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.98,3.98,
***0349**,Aguilera,Hidalgo,Helena,Libre,FOR,Formacion,1,Curso de formación específica,0.7,0.7,
***0349**,Aguilera,Hidalgo,Helena,Libre,FOR,Formacion,2,Titulación adicional,0.77,0.77,
***0349**,Aguilera,Hidalgo,Helena,Libre,FOR,Formacion,3,Jornadas y seminarios,0.68,0.68,
***0374**,Herrera,Cuevas,Carla,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.39,0.39,
***0374**,Herrera,Cuevas,Carla,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.27,4.27,
***0374**,Herrera,Cuevas,Carla,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.7,3.7,
***0374**,Herrera,Cuevas,Carla,Libre,FOR,Formacion,1,Curso de formación específica,0.64,0.64,
***0374**,Herrera,Cuevas,Carla,Libre,FOR,Formacion,2,Titulación adicional,0.72,0.72,
***0374**,Herrera,Cuevas,Carla,Libre,FOR,Formacion,3,Jornadas y seminarios,1.36,1.36,
***0358**,Tejada,Bermejo,Kevin,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.71,2.71,
***0358**,Tejada,Bermejo,Kevin,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.21,2.21,
***0358**,Tejada,Bermejo,Kevin,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,4.92,4.92,
***0358**,Tejada,Bermejo,Kevin,Libre,FOR,Formacion,1,Curso de formación específica,1.13,1.13,
***0378**,Medina,Olmo,Óscar,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.23,2.23,
***0378**,Medina,Olmo,Óscar,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.33,2.33,
***0378**,Medina,Olmo,Óscar,Libre,FOR,Formacion,1,Curso de formación específica,3.97,3.97,
***0378**,Medina,Olmo,Óscar,Libre,FOR,Formacion,2,Titulación adicional,2.17,2.17,
***0366**,Medina,,Daniel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.12,2.12,
***0366**,Medina,,Daniel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.41,3.41,
***0366**,Medina,,Daniel,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,2.55,2.55,
***0366**,Medina,,Daniel,Libre,FOR,Formacion,1,Curso de formación específica,1.23,1.23,
***0366**,Medina,,Daniel,Libre,FOR,Formacion,2,Titulación adicional,0.8,0.8,
***0350**,Peñalver,Uceda,Raúl,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.82,0.82,
***0350**,Peñalver,Uceda,Raúl,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.72,3.72,
***0350**,Peñalver,Uceda,Raúl,Libre,FOR,Formacion,1,Curso de formación específica,1.96,1.96,
***0350**,Peñalver,Uceda,Raúl,Libre,FOR,Formacion,2,Titulación adicional,2.42,2.42,
***0350**,Peñalver,Uceda,Raúl,Libre,FOR,Formacion,3,Jornadas y seminarios,1.14,1.14,
***0370**,Ibáñez,Serrano,Paula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.33,0.33,
***0370**,Ibáñez,Serrano,Paula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.99,0.99,
***0370**,Ibáñez,Serrano,Paula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.42,1.42,
***0370**,Ibáñez,Serrano,Paula,Libre,FOR,Formacion,1,Curso de formación específica,0.43,0.43,
***0370**,Ibáñez,Serrano,Paula,Libre,FOR,Formacion,2,Titulación adicional,1.97,1.97,
***0370**,Ibáñez,Serrano,Paula,Libre,FOR,Formacion,3,Jornadas y seminarios,3.71,3.71,
***0390**,Salinas,Vidal,Marcos,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.71,0.71,
***0390**,Salinas,Vidal,Marcos,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.87,2.87,
***0390**,Salinas,Vidal,Marcos,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.27,0.27,
***0390**,Salinas,Vidal,Marcos,Libre,FOR,Formacion,1,Curso de formación específica,1.36,1.36,
***0390**,Salinas,Vidal,Marcos,Libre,FOR,Formacion,2,Titulación adicional,2.49,2.49,
***0390**,Salinas,Vidal,Marcos,Libre,FOR,Formacion,3,Jornadas y seminarios,1.02,1.02,
***0384**,Domínguez,Hidalgo,Noelia,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.61,1.61,
***0384**,Domínguez,Hidalgo,Noelia,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.76,1.76,
***0384**,Domínguez,Hidalgo,Noelia,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.27,1.27,
***0384**,Domínguez,Hidalgo,Noelia,Libre,FOR,Formacion,1,Curso de formación específica,3.88,3.88,
***0382**,Peñalver,Hidalgo,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.26,2.26,
***0382**,Peñalver,Hidalgo,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.11,1.11,
***0382**,Peñalver,Hidalgo,Ana,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.18,0.18,
***0382**,Peñalver,Hidalgo,Ana,Libre,FOR,Formacion,1,Curso de formación específica,1.94,1.94,
***0382**,Peñalver,Hidalgo,Ana,Libre,FOR,Formacion,2,Titulación adicional,2.12,2.12,
***0351**,Molina,Castaño,Úrsula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,6.45,6.45,
***0351**,Molina,Castaño,Úrsula,Libre,FOR,Formacion,1,Curso de formación específica,0.04,0.04,
***0351**,Molina,Castaño,Úrsula,Libre,FOR,Formacion,2,Titulación adicional,0.08,0.08,
***0351**,Molina,Castaño,Úrsula,Libre,FOR,Formacion,3,Jornadas y seminarios,0.1,0.1,
***0367**,Salinas,Olmo,Úrsula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.18,1.18,
***0367**,Salinas,Olmo,Úrsula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,3.61,3.61,
***0367**,Salinas,Olmo,Úrsula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.9,0.9,
***0367**,Salinas,Olmo,Úrsula,Libre,FOR,Formacion,1,Curso de formación específica,0.24,0.24,
***0367**,Salinas,Olmo,Úrsula,Libre,FOR,Formacion,2,Titulación adicional,0.47,0.47,
***0355**,Zamora,Barranco,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4.34,4.34,
***0355**,Zamora,Barranco,Ana,Libre,FOR,Formacion,1,Curso de formación específica,1.77,1.77,
***0360**,Bermejo,Lozano,Manuel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.01,2.01,
***0360**,Bermejo,Lozano,Manuel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.19,1.19,
***0360**,Bermejo,Lozano,Manuel,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.36,1.36,
***0360**,Bermejo,Lozano,Manuel,Libre,FOR,Formacion,1,Curso de formación específica,0.18,0.18,
***0360**,Bermejo,Lozano,Manuel,Libre,FOR,Formacion,2,Titulación adicional,0.38,0.38,
***0360**,Bermejo,Lozano,Manuel,Libre,FOR,Formacion,3,Jornadas y seminarios,0.54,0.54,
***0354**,Jurado,Bermejo,Kevin,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.34,0.34,
***0354**,Jurado,Bermejo,Kevin,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.64,2.64,
***0354**,Jurado,Bermejo,Kevin,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.16,0.16,
***0354**,Jurado,Bermejo,Kevin,Libre,FOR,Formacion,1,Curso de formación específica,2.36,2.36,
***0353**,Medina,Vidal,Úrsula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.91,0.91,
***0353**,Medina,Vidal,Úrsula,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.08,0.08,
***0353**,Medina,Vidal,Úrsula,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.95,0.95,
***0353**,Medina,Vidal,Úrsula,Libre,FOR,Formacion,1,Curso de formación específica,3.18,3.18,
***0385**,Nieto,Bermejo,Helena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.05,0.05,
***0385**,Nieto,Bermejo,Helena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.13,0.13,
***0385**,Nieto,Bermejo,Helena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.12,0.12,
***0385**,Nieto,Bermejo,Helena,Libre,FOR,Formacion,1,Curso de formación específica,4.8,4.8,
***0372**,Ibáñez,Ibáñez,Óscar,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.21,0.21,
***0372**,Ibáñez,Ibáñez,Óscar,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1.02,1.02,
***0372**,Ibáñez,Ibáñez,Óscar,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.02,0.02,
***0372**,Ibáñez,Ibáñez,Óscar,Libre,FOR,Formacion,1,Curso de formación específica,0.51,0.51,
***0372**,Ibáñez,Ibáñez,Óscar,Libre,FOR,Formacion,2,Titulación adicional,3.11,3.11,
***0380**,Olmo,Jurado,Úrsula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.44,1.44,
***0380**,Olmo,Jurado,Úrsula,Libre,FOR,Formacion,1,Curso de formación específica,0.06,0.06,
***0380**,Olmo,Jurado,Úrsula,Libre,FOR,Formacion,2,Titulación adicional,0.14,0.14,
***0380**,Olmo,Jurado,Úrsula,Libre,FOR,Formacion,3,Jornadas y seminarios,0.07,0.07,
***0386**,Fuentes,Rubio,Jorge,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.75,0.75,
***0386**,Fuentes,Rubio,Jorge,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.43,0.43,
***0386**,Fuentes,Rubio,Jorge,Libre,FOR,Formacion,1,Curso de formación específica,0.01,0.01,
***0386**,Fuentes,Rubio,Jorge,Libre,FOR,Formacion,2,Titulación adicional,0.04,0.04,
***0386**,Fuentes,Rubio,Jorge,Libre,FOR,Formacion,3,Jornadas y seminarios,0,0,
***0368**,Espinosa,Garrido,Daniel,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.03,0.03,
***0368**,Espinosa,Garrido,Daniel,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.02,0.02,
***0368**,Espinosa,Garrido,Daniel,Libre,FOR,Formacion,1,Curso de formación específica,0.69,0.69,
