DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0160**,Bermejo,Fuentes,Manuel,Libre,FOR,Formacion,3,Jornadas y seminarios,0.6,0.6,
***0168**,Fuentes,Alcalde,Kevin,Libre,EXP,Experiencia profesional,1,Servicios en administración local,5.4,5.4,
***0168**,Fuentes,Alcalde,Kevin,Libre,FOR,Formacion,1,Curso de formación específica,3.72,3.72,
***0181**,Molina,Jurado,Rocío,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.7,1.7,
***0181**,Molina,Jurado,Rocío,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1,1,
***0181**,Molina,Jurado,Rocío,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.55,3.55,
***0181**,Molina,Jurado,Rocío,Libre,FOR,Formacion,1,Curso de formación específica,2.11,2.11,
***0172**,Nieto,Quintana,Ana,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.1,1.1,
***0172**,Nieto,Quintana,Ana,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.01,2.01,
***0172**,Nieto,Quintana,Ana,Libre,FOR,Formacion,1,Curso de formación específica,4.1,4.1,
***0172**,Nieto,Quintana,Ana,Libre,FOR,Formacion,2,Titulación adicional,0.16,0.16,
***0174**,Molina,Jurado,Lucía,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.24,0.24,
***0174**,Molina,Jurado,Lucía,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.32,0.32,
***0174**,Molina,Jurado,Lucía,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.96,0.96,
***0174**,Molina,Jurado,Lucía,Libre,FOR,Formacion,1,Curso de formación específica,3.83,3.83,
***0167**,Escudero,Uceda,Bruno,Libre,EXP,Experiencia profesional,1,Servicios en administración local,4,4,
***0167**,Escudero,Uceda,Bruno,Libre,FOR,Formacion,1,Curso de formación específica,0.21,0.21,
***0167**,Escudero,Uceda,Bruno,Libre,FOR,Formacion,2,Titulación adicional,0.32,0.32,
***0164**,Nieto,Herrera,Sergio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.37,1.37,
***0164**,Nieto,Herrera,Sergio,Libre,FOR,Formacion,1,Curso de formación específica,2.55,2.55,
***0175**,Molina,Navarro,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.78,0.78,
***0175**,Molina,Navarro,Ximena,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.08,0.08,
***0175**,Molina,Navarro,Ximena,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,0.89,0.89,
***0175**,Molina,Navarro,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,1.35,1.35,
***0175**,Molina,Navarro,Ximena,Libre,FOR,Formacion,2,Titulación adicional,0.61,0.61,
***0173**,Alcalde,Rubio,Sergio,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,0.16,0.16,
***0173**,Alcalde,Rubio,Sergio,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,0.7,0.7,
***0173**,Alcalde,Rubio,Sergio,Discapacidad,FOR,Formacion,1,Curso de formación específica,1.87,1.87,
