DNI/NIE,Primer Apellido,Segundo Apellido,Nombre,Turno,Grupo,Descripcion del grupo,Orden grupo,Descripcion del merito,Puntos autobaremacion,Puntos tribunal,Motivo
***0090**,Pastor,Cuevas,Nuria,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.51,3.51,
***0090**,Pastor,Cuevas,Nuria,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,1,1,
***0090**,Pastor,Cuevas,Nuria,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.85,3.85,
***0090**,Pastor,Cuevas,Nuria,Libre,FOR,Formacion,1,Curso de formación específica,5.08,5.08,
***0085**,Aguilera,Iglesias,Úrsula,Libre,EXP,Experiencia profesional,1,Servicios en administración local,9.62,9.62,
***0085**,Aguilera,Iglesias,Úrsula,Libre,FOR,Formacion,1,Curso de formación específica,0.91,0.91,
***0085**,Aguilera,Iglesias,Úrsula,Libre,FOR,Formacion,2,Titulación adicional,0.68,0.68,
***0091**,Olmo,Cuevas,Bruno,Libre,EXP,Experiencia profesional,1,Servicios en administración local,3.52,3.52,
***0091**,Olmo,Cuevas,Bruno,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,2.46,2.46,
***0091**,Olmo,Cuevas,Bruno,Libre,FOR,Formacion,1,Curso de formación específica,0.76,0.76,
***0091**,Olmo,Cuevas,Bruno,Libre,FOR,Formacion,2,Titulación adicional,2.01,2.01,
***0091**,Olmo,Cuevas,Bruno,Libre,FOR,Formacion,3,Jornadas y seminarios,1.36,1.36,
***0080**,Redondo,Nieto,Yago,Libre,EXP,Experiencia profesional,1,Servicios en administración local,1.46,1.46,
***0080**,Redondo,Nieto,Yago,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,4.07,4.07,
***0080**,Redondo,Nieto,Yago,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,3.64,3.64,
***0080**,Redondo,Nieto,Yago,Libre,FOR,Formacion,1,Curso de formación específica,0.76,0.76,
***0083**,Barranco,Escudero,Nuria,Discapacidad,EXP,Experiencia profesional,1,Servicios en administración local,2.47,2.47,
***0083**,Barranco,Escudero,Nuria,Discapacidad,EXP,Experiencia profesional,2,Servicios en otra administración,6.13,6.13,
***0083**,Barranco,Escudero,Nuria,Discapacidad,FOR,Formacion,1,Curso de formación específica,0.43,0.43,
***0083**,Barranco,Escudero,Nuria,Discapacidad,FOR,Formacion,2,Titulación adicional,0.55,0.55,
***0081**,Domínguez,Espinosa,Carla,Libre,EXP,Experiencia profesional,1,Servicios en administración local,2.01,2.01,
***0081**,Domínguez,Espinosa,Carla,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.55,0.55,
***0081**,Domínguez,Espinosa,Carla,Libre,EXP,Experiencia profesional,3,Servicios en el sector privado,1.46,1.46,
***0081**,Domínguez,Espinosa,Carla,Libre,FOR,Formacion,1,Curso de formación específica,3,3,
***0081**,Domínguez,Espinosa,Carla,Libre,FOR,Formacion,2,Titulación adicional,1.87,1.87,
***0084**,Lozano,Iglesias,Yago,Libre,EXP,Experiencia profesional,1,Servicios en administración local,7.98,7.98,
***0084**,Lozano,Iglesias,Yago,Libre,FOR,Formacion,1,Curso de formación específica,0.79,0.79,
***0095**,Valverde,Bermejo,Ximena,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.97,0.97,
***0095**,Valverde,Bermejo,Ximena,Libre,FOR,Formacion,1,Curso de formación específica,2.48,2.48,
***0095**,Valverde,Bermejo,Ximena,Libre,FOR,Formacion,2,Titulación adicional,2.77,2.77,
***0079**,Zamora,Ortega,Fabio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.88,0.88,
***0079**,Zamora,Ortega,Fabio,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.73,0.73,
***0079**,Zamora,Ortega,Fabio,Libre,FOR,Formacion,1,Curso de formación específica,0.99,0.99,
***0079**,Zamora,Ortega,Fabio,Libre,FOR,Formacion,2,Titulación adicional,0.35,0.35,
***0079**,Zamora,Ortega,Fabio,Libre,FOR,Formacion,3,Jornadas y seminarios,2.12,2.12,
***0099**,Ortega,Tejada,Raúl,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.82,0.82,
***0099**,Ortega,Tejada,Raúl,Libre,EXP,Experiencia profesional,2,Servicios en otra administración,0.11,0.11,
***0099**,Ortega,Tejada,Raúl,Libre,FOR,Formacion,1,Curso de formación específica,0.5,0.5,
***0099**,Ortega,Tejada,Raúl,Libre,FOR,Formacion,2,Titulación adicional,0.69,0.69,
***0098**,Ibáñez,Navarro,Claudio,Libre,EXP,Experiencia profesional,1,Servicios en administración local,0.08,0.08,
***0098**,Ibáñez,Navarro,Claudio,Libre,FOR,Formacion,1,Curso de formación específica,0.01,0.01,
***0098**,Ibáñez,Navarro,Claudio,Libre,FOR,Formacion,2,Titulación adicional,0.04,0.04,
***0098**,Ibáñez,Navarro,Claudio,Libre,FOR,Formacion,3,Jornadas y seminarios,0.55,0.55,
